,,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Outcomes,Outcomes,Outcomes,Outcomes,Outcomes,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
1975,Pere Pons\Pere-Pons,es ESP,MF,Girona,es La Liga,25,1993,31.0,39.6,38.8,0.84,0.58,0.03,6.10,0.97,0.35,0.13,0.03,0.00,0.00,26.9,6.19,6.55,6.90,28.0,3.32,0.03,0.29,31.1,0.13,0.77,1.13,1.06,Matches
1976,Pedro Porro\Pedro-Porro,es ESP,DFMF,Girona,es La Liga,18,1999,24.6,50.0,39.6,10.4,0.57,0.08,8.05,1.75,5.04,0.04,0.00,0.00,0.00,23.5,12.1,14.4,2.44,35.4,1.75,9.80,0.16,34.9,0.24,1.83,1.26,2.85,Matches
1977,Manolo Portanova\Manolo-Portanova,it ITA,MF,Juventus,it Serie A,18,2000,0.4,25.0,25.0,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,20.0,5.00,0.00,0.00,22.5,2.50,0.00,0.00,15.0,2.50,0.00,0.00,0.00,Matches
1978,Francisco Portillo\Francisco-Portillo,es ESP,MFFW,Getafe,es La Liga,28,1990,22.2,36.4,35.0,1.44,0.41,0.14,9.10,0.77,1.80,0.32,0.00,0.00,0.00,22.8,7.12,6.44,2.66,31.8,0.90,0.68,0.23,26.7,0.27,0.72,1.04,2.03,Matches
1979,Portu\Portu,es ESP,FWMF,Girona,es La Liga,26,1992,31.3,23.0,22.3,0.67,0.16,0.06,4.82,0.48,2.30,0.16,0.00,0.00,0.00,14.2,4.31,4.44,0.77,20.2,1.31,0.10,0.19,16.2,0.16,0.38,0.80,1.18,Matches
1980,Stefan Posch\Stefan-Posch,at AUT,DF,Hoffenheim,de Bundesliga,21,1997,15.6,64.0,62.6,1.41,1.03,0.06,7.44,0.96,0.26,0.00,0.00,0.00,0.00,49.4,4.81,9.81,9.74,49.4,3.27,0.38,0.13,56.5,0.13,1.03,0.26,0.77,Matches
1981,Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,es La Liga,29,1988,16.1,30.7,29.2,1.55,1.49,0.00,3.42,0.93,0.00,0.00,0.00,0.00,0.00,20.1,3.29,7.39,3.42,25.3,1.55,0.06,0.19,24.3,0.19,0.62,0.31,0.50,Matches
1982,Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,24,1994,27.2,29.8,29.0,0.81,0.04,0.18,7.94,0.15,0.44,0.00,0.00,0.00,0.00,16.0,8.75,5.00,3.75,18.1,3.42,0.07,1.58,18.5,0.26,0.66,0.96,1.25,Matches
1983,Maxime Poundjé\Maxime-Poundje,fr FRA,DF,Bordeaux,fr Ligue 1,25,1992,28.2,51.8,41.3,10.4,0.78,0.04,8.90,0.71,3.83,0.11,0.00,0.07,0.00,29.0,10.7,12.0,34.6,5.11,1.81,9.54,0.07,40.1,0.18,0.85,0.67,2.02,Matches
1984,Gaëtan Poussin\Gaetan-Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,19,1999,1.0,35.0,16.0,19.0,6.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,12.0,0.00,23.0,0.00,31.0,0.00,0.00,2.00,19.0,0.00,1.00,0.00,0.00,Matches
1985,José Pozo\Jose-Pozo,es ESP,MFFW,Rayo Vallecano,es La Liga,22,1996,18.0,42.7,41.4,1.22,0.56,0.11,7.22,0.67,1.11,0.06,0.00,0.00,0.00,32.6,5.33,4.72,7.11,32.8,1.56,0.56,0.28,34.3,0.44,0.89,0.78,1.06,Matches
1986,Dennis Praet\Dennis-Praet,be BEL,MF,Sampdoria,it Serie A,24,1994,32.1,58.5,55.6,2.87,1.03,0.19,9.91,1.81,3.30,1.34,0.31,0.19,0.09,44.0,7.17,7.29,3.89,51.2,2.31,0.47,0.28,48.6,0.22,0.81,1.34,1.74,Matches
1987,Sanjin Prcić\Sanjin-Prcic,ba BIH,MF,Levante,es La Liga,24,1993,5.9,47.5,46.4,1.02,0.85,0.00,6.78,2.54,0.68,0.17,0.00,0.00,0.00,30.7,7.29,9.49,6.95,33.7,4.75,0.00,0.51,39.2,0.34,1.36,0.34,0.34,Matches
1988,Sanjin Prcić\Sanjin-Prcic,ba BIH,MF,Strasbourg,fr Ligue 1,24,1993,11.7,64.4,59.5,4.87,2.56,0.09,13.1,5.81,3.85,2.22,0.68,0.26,0.43,40.2,9.23,15.0,8.21,52.8,2.05,0.09,0.26,54.6,0.17,1.54,0.26,1.11,Matches
1989,Nicolas de Préville\Nicolas-de-Preville,fr FRA,FWMF,Bordeaux,fr Ligue 1,27,1991,14.1,35.7,31.7,4.04,1.49,0.07,9.08,2.41,5.32,2.13,1.13,0.21,0.00,20.6,5.60,9.57,6.31,26.2,1.35,0.35,0.43,23.9,0.21,1.06,0.71,1.70,Matches
1990,Edgar Prib\Edgar-Prib,de GER,MF,Hannover 96,de Bundesliga,28,1989,2.2,48.6,39.5,9.09,3.18,0.45,9.09,1.36,10.0,5.91,1.82,2.73,0.91,29.1,3.18,16.4,42.7,4.09,1.36,0.00,0.00,31.8,0.00,0.45,1.36,2.73,Matches
1991,Alex Pritchard\Alex-Pritchard,eng ENG,MFFW,Huddersfield,eng Premier League,25,1993,23.1,42.3,38.9,3.42,0.87,0.04,8.23,1.30,3.42,1.00,0.17,0.09,0.00,28.7,6.02,7.58,7.92,31.4,2.38,0.09,0.13,30.0,0.17,0.87,1.17,2.42,Matches
1992,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,eng Premier League,31,1987,0.1,30.0,30.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,30.0,0.00,0.00,10.0,20.0,0.00,0.00,0.00,30.0,0.00,0.00,0.00,0.00,Matches
1993,Quincy Promes\Quincy-Promes,nl NED,DFMF,Sevilla,es La Liga,26,1992,17.6,53.4,46.1,7.27,0.23,0.11,12.1,1.14,3.47,0.63,0.06,0.06,0.00,34.0,9.83,9.60,6.36,38.2,1.93,6.31,0.06,41.1,0.23,0.91,1.19,1.93,Matches
1994,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,eng Premier League,26,1991,28.3,44.2,43.8,0.46,0.11,0.18,8.06,1.77,0.67,0.07,0.04,0.00,0.00,31.0,5.72,7.53,5.12,35.6,2.61,0.00,0.14,34.6,0.49,0.78,0.95,0.99,Matches
1995,Silvio Proto\Silvio-Proto,be BEL,GK,Lazio,it Serie A,35,1983,2.0,32.5,19.0,13.5,2.50,0.00,3.00,1.50,0.00,0.00,0.00,0.00,0.00,13.0,0.50,19.0,0.00,28.5,0.00,0.00,2.50,22.5,0.00,0.50,0.00,0.00,Matches
1996,Ivan Provedel\Ivan-Provedel,it ITA,GK,Empoli,it Serie A,24,1994,16.0,30.1,18.3,11.8,3.94,0.00,1.19,1.13,0.00,0.00,0.00,0.00,0.00,13.9,2.44,13.7,2.06,20.6,0.00,0.00,6.31,21.8,0.06,0.94,0.13,0.06,Matches
1997,Javi Puado\Javi-Puado,es ESP,FWMF,Espanyol,es La Liga,20,1998,4.0,21.5,20.5,1.00,0.00,0.50,5.00,0.00,0.50,0.25,0.00,0.00,0.25,13.8,4.50,3.25,3.00,15.5,2.00,0.50,0.25,15.8,0.00,0.75,0.50,0.25,Matches
1998,Manuel Pucciarelli\Manuel-Pucciarelli,it ITA,FW,Chievo,it Serie A,27,1991,3.4,28.8,27.1,1.76,0.88,0.00,6.76,0.29,0.59,0.00,0.00,0.00,0.00,21.2,4.71,2.94,4.71,21.5,1.76,0.00,0.00,21.5,0.00,0.29,0.59,1.47,Matches
1999,Riqui Puig\Riqui-Puig,es ESP,MF,Barcelona,es La Liga,18,1999,1.7,71.8,71.2,0.59,0.59,1.18,13.5,2.35,0.00,0.00,0.00,0.00,0.00,65.3,3.53,2.94,3.53,67.6,0.00,0.00,0.00,65.3,0.59,0.59,0.59,0.59,Matches
2000,Erick Pulgar\Erick-Pulgar,cl CHI,MF,Bologna,it Serie A,24,1994,26.2,60.7,50.7,10.0,5.15,0.11,8.21,2.75,5.15,3.93,0.84,0.27,0.42,39.6,6.87,14.3,5.57,51.5,2.14,0.08,0.15,47.6,0.19,1.30,1.26,1.03,Matches
2001,Jorge Pulido\Jorge-Pulido,es ESP,DF,Huesca,es La Liga,27,1991,30.9,34.6,29.5,5.08,1.13,0.03,4.60,0.65,0.52,0.03,0.03,0.00,0.00,19.4,5.60,9.68,4.37,22.0,3.59,3.92,0.00,26.3,0.32,0.65,0.55,0.65,Matches
2002,Christian Pulisic\Christian-Pulisic,us USA,FWMF,Dortmund,de Bundesliga,19,1998,10.4,50.9,47.5,3.37,0.48,0.00,9.62,1.35,3.75,2.40,0.19,0.38,0.00,40.1,4.52,6.25,9.23,39.0,1.06,0.48,0.29,38.8,0.29,0.77,0.96,2.12,Matches
2003,Jason Puncheon\Jason-Puncheon,eng ENG,MF,Crystal Palace,eng Premier League,32,1986,0.1,110.0,110.0,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,90.0,10.0,10.0,110.0,0.00,0.00,0.00,0.00,100.0,0.00,0.00,0.00,0.00,Matches
2004,Jason Puncheon\Jason-Puncheon,eng ENG,MFFW,Huddersfield,eng Premier League,32,1986,4.2,51.0,46.7,4.29,2.14,0.00,12.4,2.14,2.14,1.19,0.00,0.00,0.00,31.2,10.0,9.76,40.0,5.95,3.33,0.95,0.00,40.0,0.24,0.71,0.48,1.90,Matches
2005,Ignacio Pussetto\Ignacio-Pussetto,ar ARG,FWMF,Udinese,it Serie A,22,1995,24.2,29.8,26.8,2.98,0.41,0.00,6.90,0.54,1.28,0.08,0.00,0.00,0.00,17.7,6.32,5.74,1.90,20.8,2.27,1.78,0.33,20.8,0.04,0.91,0.41,1.53,Matches
2006,Fabio Quagliarella\Fabio-Quagliarella,it ITA,FW,Sampdoria,it Serie A,35,1983,35.5,26.2,24.0,2.14,0.14,0.08,5.15,0.90,0.96,0.00,0.00,0.00,0.00,16.5,5.32,4.34,4.59,19.1,1.49,0.17,0.45,17.7,0.03,0.54,0.87,1.24,Matches
2007,Robin Quaison\Robin-Quaison,se SWE,FWMF,Mainz 05,de Bundesliga,24,1993,24.4,18.8,18.1,0.70,0.04,0.16,3.11,0.25,0.45,0.04,0.00,0.00,0.00,13.3,3.03,2.50,1.76,15.0,1.35,0.20,0.25,13.9,0.29,0.20,0.49,0.94,Matches
2008,Collin Quaner\Collin-Quaner,de GER,FWMF,Huddersfield,eng Premier League,27,1991,0.4,42.5,42.5,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,37.5,2.50,2.50,0.00,40.0,2.50,0.00,0.00,32.5,0.00,2.50,2.50,0.00,Matches
2009,Domingos Quina\Domingos-Quina,pt POR,MF,Watford,eng Premier League,18,1999,3.8,61.1,60.8,0.26,0.00,0.00,10.8,2.11,0.53,0.00,0.00,0.00,0.00,49.5,5.53,6.05,5.00,54.5,1.05,0.26,0.00,52.1,0.26,0.79,0.79,2.11,Matches
2010,Xavi Quintillà\Xavi-Quintilla,es ESP,DF,Villarreal,es La Liga,21,1996,7.0,52.3,39.9,12.4,1.29,0.00,5.57,1.00,2.71,0.00,0.00,0.00,0.00,28.1,12.7,11.4,36.7,2.43,1.71,11.1,0.14,41.1,0.29,0.57,1.43,1.14,Matches
2011,Dani Raba\Dani-Raba,es ESP,MF,Villarreal,es La Liga,22,1995,2.1,45.7,42.4,3.33,0.95,0.00,9.52,1.90,2.86,1.90,0.95,0.48,0.00,30.0,7.14,8.57,37.1,5.71,0.95,0.48,0.95,33.8,0.95,0.00,0.95,1.90,Matches
2012,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,Paris S-G,fr Ligue 1,23,1995,11.8,88.8,87.7,1.10,0.59,0.34,12.5,0.85,0.51,0.08,0.00,0.00,0.00,78.3,4.83,5.68,73.7,12.2,1.78,0.42,0.08,82.1,0.17,0.68,0.93,1.02,Matches
2013,Nemanja Radonjić\Nemanja-Radonjic,rs SRB,FW,Marseille,fr Ligue 1,22,1996,7.6,23.3,23.2,0.13,0.00,0.00,4.74,0.66,1.58,0.00,0.00,0.00,0.00,15.0,4.34,3.95,3.42,17.6,1.58,0.13,0.26,15.5,0.00,0.66,0.92,1.58,Matches
2014,Ivan Radovanović\Ivan-Radovanovic,rs SRB,MF,Genoa,it Serie A,29,1988,14.2,47.5,44.3,3.17,2.75,0.14,10.1,1.69,0.56,0.07,0.00,0.07,0.00,32.0,4.86,10.6,4.65,38.7,1.83,0.35,0.28,39.6,0.28,0.77,0.56,0.49,Matches
2015,Ivan Radovanović\Ivan-Radovanovic,rs SRB,MF,Chievo,it Serie A,29,1988,19.0,54.6,51.8,2.84,2.84,0.11,8.16,4.89,0.26,0.00,0.00,0.00,0.00,37.0,5.16,12.5,6.21,44.6,2.89,0.00,0.21,45.9,0.11,0.89,0.74,0.37,Matches
2016,Ionuț Radu\Ionut-Radu,ro ROU,GK,Genoa,it Serie A,21,1997,33.0,29.1,16.4,12.6,3.61,0.06,1.64,0.52,0.00,0.00,0.00,0.00,0.00,6.09,0.70,22.3,1.12,21.9,0.03,0.00,3.09,13.8,0.12,1.03,0.21,0.03,Matches
2017,Ștefan Radu\Stefan-Radu,ro ROU,DF,Lazio,it Serie A,31,1986,24.9,53.6,50.1,3.53,1.20,0.04,8.15,1.29,1.24,0.00,0.00,0.00,0.00,38.2,5.34,10.1,42.0,5.66,2.77,2.33,0.24,45.2,0.32,0.88,0.44,0.68,Matches
2018,Rafael\Rafael,br BRA,DF,Lyon,fr Ligue 1,28,1990,11.4,64.5,54.3,10.2,1.05,0.18,6.93,0.88,4.12,0.00,0.00,0.00,0.00,42.4,11.5,10.6,6.84,45.0,2.46,9.12,0.26,51.1,0.26,1.14,1.84,2.19,Matches
2019,Raffael\Raffael,br BRA,FW,M'gladbach,de Bundesliga,33,1985,6.0,36.0,33.8,2.17,0.50,0.00,7.33,0.50,1.17,0.67,0.17,0.50,0.00,28.3,5.17,2.50,3.50,30.5,0.67,0.00,0.83,29.3,0.17,0.83,1.00,0.83,Matches
2020,Rafinha\Rafinha,br BRA,FWMF,Barcelona,es La Liga,25,1993,2.5,60.8,58.4,2.40,2.00,0.00,12.8,0.80,1.20,0.40,0.00,0.00,0.00,53.2,2.80,4.80,51.2,6.40,1.20,0.00,0.80,54.8,0.00,0.00,1.20,0.00,Matches
2021,Rafinha\Rafinha,br BRA,DF,Bayern Munich,de Bundesliga,32,1985,10.0,87.8,79.8,8.00,1.20,0.00,12.0,1.50,1.40,0.20,0.00,0.00,0.00,66.5,9.70,11.6,16.3,61.8,2.50,6.60,0.10,81.3,0.20,0.60,0.60,1.20,Matches
2022,Andrea Raggi\Andrea-Raggi,it ITA,DFMF,Monaco,fr Ligue 1,34,1984,5.5,44.4,35.3,9.09,1.45,0.00,4.18,1.64,1.27,0.00,0.00,0.00,0.00,26.2,8.55,9.64,8.36,25.6,2.73,7.64,0.00,35.6,0.00,0.55,0.91,1.27,Matches
2023,Baba Rahman\Baba-Rahman,gh GHA,DF,Reims,fr Ligue 1,24,1994,10.7,52.6,42.5,10.1,1.03,0.00,9.25,0.65,1.21,0.00,0.00,0.00,0.00,30.7,13.2,8.69,25.0,15.3,2.15,9.07,0.28,42.4,0.00,1.21,1.12,2.43,Matches
2024,Baba Rahman\Baba-Rahman,gh GHA,DF,Schalke 04,de Bundesliga,24,1994,1.8,50.6,41.1,9.44,0.00,0.00,11.1,1.11,1.67,0.00,0.00,0.00,0.00,31.7,10.0,8.89,23.3,15.0,2.78,9.44,0.00,38.3,0.00,2.78,2.22,2.22,Matches
2025,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Barcelona,es La Liga,30,1988,29.4,88.5,86.2,2.31,1.39,0.27,13.0,2.69,0.82,0.24,0.07,0.07,0.00,72.4,7.48,8.57,11.4,73.1,2.28,0.68,0.54,80.2,0.51,0.65,1.22,1.02,Matches
2026,Joe Ralls\Joe-Ralls,eng ENG,MF,Cardiff City,eng Premier League,24,1993,21.8,39.6,34.4,5.14,2.71,0.05,8.62,2.43,3.62,2.34,0.37,0.14,0.00,20.7,3.99,14.9,30.6,5.09,3.12,0.05,0.09,26.1,0.37,1.70,0.96,0.92,Matches
2027,Jonás Ramalho\Jonas-Ramalho,es ESP,DF,Girona,es La Liga,25,1993,18.0,43.9,40.2,3.78,0.56,0.00,6.67,0.78,1.67,0.00,0.00,0.00,0.00,30.8,5.83,7.33,1.56,37.0,1.61,3.22,0.11,36.0,0.06,1.11,0.39,1.33,Matches
2028,Benito Raman\Benito-Raman,be BEL,MFFW,Düsseldorf,de Bundesliga,23,1994,18.7,25.7,24.6,1.12,0.05,0.11,4.17,1.39,1.93,0.11,0.00,0.00,0.00,16.0,4.55,5.13,3.80,18.8,1.87,0.75,0.32,17.1,0.21,0.64,0.70,1.55,Matches
2029,Adil Rami\Adil-Rami,fr FRA,DF,Marseille,fr Ligue 1,32,1985,15.7,53.7,52.2,1.46,1.46,0.00,5.35,1.85,0.19,0.00,0.00,0.00,0.00,38.0,5.80,9.94,5.86,42.2,3.76,0.00,0.13,45.0,0.13,1.02,0.38,0.70,Matches
2030,Gastón Ramírez\Gaston-Ramirez,uy URU,MFFW,Sampdoria,it Serie A,27,1990,17.5,49.9,45.5,4.40,1.77,0.23,9.20,2.06,4.46,2.40,0.29,0.00,0.06,33.2,7.54,9.20,41.8,4.86,1.83,0.23,0.23,37.5,0.17,1.49,1.49,1.37,Matches
2031,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Real Sociedad,es La Liga,23,1995,11.7,32.8,29.1,3.68,1.20,0.09,6.41,0.94,3.76,1.54,0.34,0.17,0.00,22.4,4.36,6.07,3.08,27.0,2.05,0.09,0.17,23.9,0.17,0.68,0.43,1.20,Matches
2032,Iván Ramis\Ivan-Ramis,es ESP,DF,Eibar,es La Liga,33,1984,18.6,42.2,40.3,1.88,1.77,0.00,5.38,3.06,0.05,0.00,0.00,0.00,0.00,24.8,6.29,11.0,6.83,29.4,4.46,0.11,0.32,34.8,0.27,1.18,0.16,0.32,Matches
2033,Chris Ramos\Chris-Ramos,es ESP,FW,Valladolid,es La Liga,21,1997,0.7,11.4,11.4,0.00,0.00,0.00,4.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,5.71,0.00,0.00,7.14,0.00,0.00,1.43,0.00,0.00,0.00,0.00,Matches
2034,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,es La Liga,32,1986,27.5,70.3,67.7,2.55,2.15,0.07,7.16,3.24,0.07,0.00,0.00,0.00,0.00,53.5,7.16,9.64,11.8,53.9,2.91,0.40,0.18,64.4,0.18,0.62,0.58,0.40,Matches
2035,Aaron Ramsey\Aaron-Ramsey,wal WAL,MFFW,Arsenal,eng Premier League,27,1990,14.8,53.4,51.6,1.76,0.47,0.34,10.3,1.15,1.08,0.14,0.00,0.00,0.00,41.2,6.42,5.74,8.38,42.0,1.35,1.01,0.14,43.7,0.34,1.01,1.42,2.09,Matches
2036,Kayne Ramsey\Kayne-Ramsey,eng ENG,DF,Southampton,eng Premier League,17,2000,1.0,18.0,15.0,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.0,4.00,3.00,2.00,13.0,0.00,3.00,0.00,14.0,1.00,0.00,0.00,0.00,Matches
2037,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DFMF,Inter,it Serie A,30,1988,0.7,42.9,42.9,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,17.1,1.43,24.3,2.86,27.1,8.57,0.00,0.00,24.3,0.00,1.43,0.00,1.43,Matches
2038,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,eng Premier League,20,1997,25.9,28.1,26.0,2.12,0.31,0.19,5.29,1.20,2.08,0.89,0.04,0.00,0.00,20.2,3.67,4.25,2.36,23.2,1.31,0.23,0.39,20.8,0.12,0.58,0.93,0.85,Matches
2039,Milot Rashica\Milot-Rashica,xk KVX,FWMF,Werder Bremen,de Bundesliga,22,1996,17.2,29.8,26.7,3.08,0.35,0.12,5.93,1.28,6.69,1.86,0.47,0.29,0.06,16.8,5.17,7.79,5.93,21.7,0.87,0.70,0.23,18.3,0.12,0.99,0.70,1.57,Matches
2040,Jacob Rasmussen\Jacob-Rasmussen,dk DEN,DFMF,Empoli,it Serie A,21,1997,11.3,58.1,55.4,2.65,1.33,0.00,7.88,2.48,0.09,0.00,0.00,0.00,0.00,44.6,4.34,9.12,42.7,8.76,3.89,1.33,0.09,50.5,0.27,0.97,0.62,0.44,Matches
2041,Giacomo Raspadori\Giacomo-Raspadori,it ITA,DF,Sassuolo,it Serie A,18,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2042,Yoric Ravet\Yoric-Ravet,fr FRA,MFFW,Freiburg,de Bundesliga,28,1989,0.8,38.8,31.3,7.50,0.00,0.00,10.0,0.00,5.00,1.25,0.00,0.00,0.00,18.8,8.75,11.3,1.25,26.3,5.00,6.25,0.00,23.8,0.00,0.00,2.50,1.25,Matches
2043,Tim Ream\Tim-Ream,us USA,DF,Fulham,eng Premier League,30,1987,22.7,45.6,44.8,0.88,0.70,0.00,7.18,0.40,0.04,0.00,0.00,0.00,0.00,35.3,3.74,6.56,33.0,8.28,3.04,0.18,0.26,40.1,0.31,0.44,0.40,0.62,Matches
2044,Ante Rebić\Ante-Rebic,hr CRO,FWMF,Eint Frankfurt,de Bundesliga,24,1993,22.0,25.1,24.4,0.73,0.05,0.09,5.23,0.55,2.05,0.00,0.00,0.00,0.00,14.3,6.18,4.68,6.14,15.0,1.95,0.18,0.95,14.1,0.23,1.00,1.36,1.64,Matches
2045,Pedro Rebocho\Pedro-Rebocho,pt POR,DF,Guingamp,fr Ligue 1,23,1995,36.0,58.2,42.9,15.3,2.25,0.03,8.58,2.14,6.81,2.25,0.58,0.39,0.11,29.0,10.2,19.0,37.1,7.03,2.28,10.8,0.22,42.2,0.14,1.17,1.08,2.33,Matches
2046,Arkadiusz Reca\Arkadiusz-Reca,pl POL,DFFW,Atalanta,it Serie A,23,1995,0.5,72.0,66.0,6.00,0.00,0.00,6.00,4.00,10.0,0.00,0.00,0.00,0.00,42.0,10.0,20.0,30.0,28.0,4.00,6.00,0.00,56.0,0.00,0.00,4.00,4.00,Matches
2047,Recio\Recio,es ESP,MF,Leganés,es La Liga,27,1991,14.3,46.5,45.0,1.47,1.26,0.00,9.51,1.33,0.63,0.07,0.00,0.00,0.00,33.2,6.78,6.50,2.24,40.1,3.29,0.00,0.14,39.3,0.00,0.42,1.05,1.33,Matches
2048,Nathan Redmond\Nathan-Redmond,eng ENG,FWMF,Southampton,eng Premier League,24,1994,36.3,33.5,32.6,0.88,0.08,0.08,9.48,1.24,2.12,0.30,0.00,0.00,0.00,23.8,4.30,5.40,3.14,28.5,1.24,0.06,0.17,24.2,0.06,1.05,1.13,1.71,Matches
2049,Vasco Regini\Vasco-Regini,it ITA,DF,SPAL,it Serie A,27,1990,0.9,45.6,37.8,7.78,4.44,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,31.1,3.33,11.1,36.7,3.33,2.22,3.33,0.00,35.6,0.00,3.33,0.00,2.22,Matches
2050,Sergio Reguilón\Sergio-Reguilon,es ESP,DF,Real Madrid,es La Liga,21,1996,12.4,62.9,55.8,7.10,0.81,0.00,12.3,1.29,2.74,0.00,0.00,0.00,0.00,43.5,10.2,9.27,50.0,4.84,1.13,6.29,0.16,53.5,0.08,0.65,1.05,1.94,Matches
2051,Bobby Reid\Bobby-Reid,jm JAM,FWMF,Cardiff City,eng Premier League,25,1993,15.8,20.9,19.7,1.20,0.06,0.13,4.24,0.38,0.44,0.00,0.00,0.00,0.00,16.1,2.15,2.66,2.28,17.0,1.20,0.06,0.19,15.0,0.13,0.25,0.57,0.89,Matches
2052,Pepe Reina\Pepe-Reina,es ESP,GK,Milan,it Serie A,35,1982,3.7,31.1,20.8,10.3,3.78,0.00,2.16,1.08,0.00,0.00,0.00,0.00,0.00,16.5,1.89,12.7,3.78,21.4,0.00,0.00,5.14,23.0,0.27,0.00,0.00,0.00,Matches
2053,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,FWMF,Angers,fr Ligue 1,20,1998,28.4,39.6,38.6,1.02,0.28,0.28,8.24,0.39,0.63,0.04,0.00,0.00,0.00,33.6,3.17,2.85,4.68,33.5,0.49,0.42,0.21,33.2,0.11,0.46,0.88,1.13,Matches
2054,Karim Rekik\Karim-Rekik,nl NED,DF,Hertha BSC,de Bundesliga,23,1994,23.0,50.6,49.0,1.57,1.57,0.00,8.91,1.74,0.30,0.00,0.00,0.00,0.00,39.0,2.87,8.65,40.4,5.83,3.26,0.00,0.04,44.5,0.09,0.87,0.22,0.43,Matches
2055,Loïc Rémy\Loic-Remy,fr FRA,FW,Lille,fr Ligue 1,31,1987,13.4,16.4,14.6,1.87,0.00,0.07,3.06,0.15,0.15,0.00,0.00,0.00,0.00,11.6,2.31,2.46,1.19,11.9,2.09,0.00,0.15,12.8,0.07,0.07,0.15,0.60,Matches
2056,Michael Rensing\Michael-Rensing,de GER,GK,Düsseldorf,de Bundesliga,34,1984,32.0,31.5,18.8,12.8,2.75,0.00,1.34,0.66,0.00,0.00,0.00,0.00,0.00,11.7,1.50,18.3,2.88,21.6,0.00,0.00,4.53,20.2,0.13,0.81,0.00,0.06,Matches
2057,Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,de Bundesliga,29,1989,25.7,41.2,38.9,2.33,1.32,0.19,6.11,0.78,1.44,0.23,0.00,0.00,0.00,33.0,4.40,3.89,8.44,31.3,1.01,0.04,0.12,33.0,0.31,0.47,0.89,1.48,Matches
2058,Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,MF,Wolfsburg,de Bundesliga,20,1997,12.7,32.6,31.1,1.50,0.39,0.24,5.20,1.50,1.10,0.24,0.16,0.00,0.00,18.6,6.06,7.95,19.8,7.01,3.54,0.87,0.39,23.1,0.08,1.18,0.55,1.10,Matches
2059,Diego Reyes\Diego-Reyes,mx MEX,DF,Leganés,es La Liga,25,1992,3.6,49.2,43.3,5.83,1.39,0.00,5.28,2.50,0.83,0.00,0.00,0.00,0.00,33.6,5.28,10.3,5.83,38.1,0.56,4.44,0.00,41.7,0.00,0.56,0.83,0.56,Matches
2060,Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Toulouse,fr Ligue 1,27,1990,30.0,35.4,22.3,13.0,3.33,0.00,2.17,1.17,0.00,0.00,0.00,0.00,0.00,13.7,1.77,19.9,2.73,25.6,0.03,0.00,4.47,23.2,0.10,1.13,0.13,0.07,Matches
2061,Simon Rhein\Simon-Rhein,de GER,MF,Nürnberg,de Bundesliga,20,1998,5.5,49.6,46.0,3.64,2.73,0.00,6.73,1.27,1.64,0.55,0.00,0.00,0.00,40.0,3.45,6.18,40.0,7.45,1.45,0.18,0.00,41.6,0.18,0.91,1.27,0.55,Matches
2062,Franck Ribéry\Franck-Ribery,fr FRA,FWMF,Bayern Munich,de Bundesliga,35,1983,13.0,57.9,56.9,1.00,0.08,0.08,12.3,1.31,2.23,0.00,0.00,0.00,0.00,47.7,4.92,5.31,6.85,49.2,0.92,0.92,0.08,46.8,0.46,0.85,1.23,2.92,Matches
