Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
39,Kevin Akpoguma\Kevin-Akpoguma,de GER,DF,Hannover 96,de Bundesliga,23,1995,3.5,60.0,4.86,26.9,37.1,2.57,0.00,58.0,0.57,0.57,100.0,0.57,0,40.6,274.3,160.0,38.9,133,97.8,0.00,1.14,Matches
40,Kevin Akpoguma\Kevin-Akpoguma,de GER,DF,Hoffenheim,de Bundesliga,23,1995,5.5,62.4,7.45,25.8,35.5,2.55,0.00,59.8,0.18,0.18,100.0,0.18,0,36.2,193.3,97.1,36.2,195,98.0,0.00,0.91,Matches
41,David Alaba\David-Alaba,at AUT,DF,Bayern Munich,de Bundesliga,26,1992,28.1,84.7,1.78,17.2,43.8,28.9,2.63,74.0,0.93,1.25,74.3,0.93,1,61.3,293.3,147.0,64.0,1667,92.8,1.00,0.64,Matches
42,Sofiane Alakouch\Sofiane-Alakouch,fr FRA,DF,Nîmes,fr Ligue 1,20,1998,21.1,65.4,3.08,20.3,29.6,19.5,0.95,54.1,1.23,1.80,68.4,1.33,0,35.7,185.7,122.0,36.8,715,92.0,0.95,0.90,Matches
43,Lucas Alario\Lucas-Alario,ar ARG,FW,Leverkusen,de Bundesliga,25,1992,14.1,40.6,0.92,4.75,18.2,19.3,6.17,39.4,0.28,1.13,25.0,0.50,1,26.9,116.7,47.9,49.6,451,64.4,2.77,1.99,Matches
44,Jordi Alba\Jordi-Alba,es ESP,DF,Barcelona,es La Liga,29,1989,33.2,90.1,2.92,21.4,40.6,31.8,3.13,80.6,0.60,0.87,69.0,0.60,1,63.3,243.0,141.1,69.5,2108,91.4,0.84,0.54,Matches
45,Luis Alberto\Luis-Alberto,es ESP,MFFW,Lazio,it Serie A,25,1992,22.1,79.5,0.54,7.69,38.5,40.8,3.03,69.1,1.09,2.44,44.4,1.45,3,58.2,370.4,240.2,66.0,1235,84.6,1.58,2.08,Matches
46,Raúl Albiol\Raul-Albiol,es ESP,DF,Napoli,it Serie A,32,1985,19.0,67.7,8.26,31.3,38.2,1.63,0.37,66.1,0.05,0.11,50.0,0.05,0,46.6,223.9,120.6,47.3,885,98.4,0.21,0.11,Matches
47,Miiko Albornoz\Miiko-Albornoz,cl CHI,DFMF,Hannover 96,de Bundesliga,27,1990,18.4,63.3,3.04,19.4,31.0,17.2,0.82,52.4,0.49,1.20,40.9,0.54,1,38.0,195.5,106.2,39.1,647,89.9,1.09,1.03,Matches
48,Marc Albrighton\Marc-Albrighton,eng ENG,FWMF,Leicester City,eng Premier League,28,1989,18.1,54.8,2.32,10.9,23.7,23.6,1.49,53.2,1.22,2.49,48.9,1.33,3,42.3,245.5,108.0,46.1,676,81.0,1.49,1.99,Matches
49,Paco Alcácer\Paco-Alcacer,es ESP,FW,Dortmund,de Bundesliga,24,1993,13.5,29.9,0.44,1.26,12.0,17.3,5.78,27.4,0.52,0.81,63.6,0.67,0,18.7,64.4,30.1,35.5,295,61.6,2.30,0.96,Matches
50,Pedro Alcalá\Pedro-Alcala,es ESP,DF,Girona,es La Liga,29,1989,20.8,54.1,9.18,33.8,21.3,1.88,0.96,51.9,0.19,0.29,66.7,0.24,0,29.7,159.7,83.9,30.6,612,96.2,0.29,0.19,Matches
51,Thiago Alcántara\Thiago-Alcantara,es ESP,MF,Bayern Munich,de Bundesliga,27,1991,26.8,105.3,2.05,20.7,70.7,21.2,1.19,100.4,1.94,2.28,85.2,2.01,0,82.0,396.1,204.3,81.0,2100,96.7,0.49,0.90,Matches
52,Rubén Alcaraz\Ruben-Alcaraz,es ESP,MF,Valladolid,es La Liga,27,1991,33.1,65.4,2.75,17.5,42.3,10.1,0.63,62.5,0.73,1.24,58.5,0.82,1,45.9,245.6,115.4,42.5,1330,94.5,0.91,1.00,Matches
53,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,eng Premier League,29,1989,32.5,81.0,9.14,42.7,40.3,3.54,0.62,78.6,0.06,0.12,50.0,0.06,0,56.3,287.6,151.2,59.2,1899,98.6,0.09,0.09,Matches
54,Álex Alegría\Alex-Alegria,es ESP,FWMF,Rayo Vallecano,es La Liga,25,1992,1.6,38.8,0.00,4.38,19.4,19.4,5.00,36.9,3.13,6.88,45.5,3.75,0,28.8,156.9,57.5,50.0,45,56.3,3.75,1.25,Matches
55,Alexis Alegue\Alexis-Alegue,fr FRA,FW,Nantes,fr Ligue 1,21,1996,0.1,30.0,0.00,0.00,10.0,20.0,0.00,30.0,0.00,0.00,,0.00,0,20.0,70.0,50.0,50.0,3,60.0,10.0,10.0,Matches
56,Iván Alejo\Ivan-Alejo,es ESP,MFFW,Getafe,es La Liga,23,1995,1.6,42.5,0.63,6.25,23.1,19.4,0.63,40.6,4.38,5.63,77.8,4.38,0,34.4,384.4,201.3,40.0,48,75.0,3.75,5.00,Matches
57,Carles Aleñá\Carles-Alena,es ESP,MF,Barcelona,es La Liga,20,1998,7.1,93.7,0.42,9.01,59.6,32.8,1.83,92.1,1.55,2.39,64.7,1.55,0,80.4,424.1,223.1,88.2,580,92.7,1.83,1.27,Matches
58,Rúnar Alex Rúnarsson\Runar-Alex-Runarsson,is ISL,GK,Dijon,fr Ligue 1,23,1995,25.0,35.9,29.1,35.8,0.16,0.00,0.00,25.0,0.12,0.12,100.0,0.12,0,18.3,67.7,36.2,15.0,374,100.0,0.08,0.00,Matches
59,Alexander\Alexander,ar ARG,DF,Leganés,es La Liga,29,1988,0.1,90.0,0.00,30.0,30.0,40.0,0.00,70.0,0.00,0.00,,0.00,0,40.0,150.0,30.0,40.0,4,100.0,0.00,0.00,Matches
60,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,19,1998,27.4,90.9,3.07,21.4,42.7,31.5,1.61,75.0,0.73,1.42,51.3,0.84,3,58.7,232.0,136.2,60.1,1543,93.7,1.02,0.58,Matches
61,Rachid Alioui\Rachid-Alioui,ma MAR,FW,Nîmes,fr Ligue 1,26,1992,13.9,37.8,0.50,2.16,16.2,21.7,4.10,36.1,0.79,1.22,64.7,0.86,0,23.9,124.7,61.2,43.7,374,61.6,1.73,0.65,Matches
62,Alisson\Alisson,br BRA,GK,Liverpool,eng Premier League,25,1992,38.0,35.3,29.8,35.1,0.21,0.00,0.00,27.6,0.03,0.03,100.0,0.03,0,20.4,75.2,41.8,17.7,671,100.0,0.05,0.03,Matches
63,Bobby Allain\Bobby-Allain,fr FRA,GK,Dijon,fr Ligue 1,26,1991,13.0,39.5,33.8,39.5,0.08,0.00,0.00,26.5,0.00,0.00,,0.00,0,17.7,90.2,57.5,11.2,146,100.0,0.00,0.00,Matches
64,Allan\Allan,br BRA,MF,Napoli,it Serie A,27,1991,29.1,88.8,2.75,18.9,57.7,17.8,1.17,85.5,1.92,2.68,71.8,1.99,2,71.0,355.1,200.4,68.7,1886,94.4,1.03,1.31,Matches
65,Allan\Allan,br BRA,MFDF,Eint Frankfurt,de Bundesliga,21,1997,2.0,42.5,0.50,7.50,25.0,16.0,0.50,41.5,0.50,1.00,50.0,0.50,0,24.5,143.5,58.0,24.5,45,91.8,0.00,0.50,Matches
66,Dele Alli\Dele-Alli,eng ENG,MFFW,Tottenham,eng Premier League,22,1996,20.3,64.7,1.53,8.28,32.9,27.9,5.12,63.2,1.38,2.81,49.1,1.63,6,49.3,263.2,138.8,59.8,965,79.5,2.02,1.63,Matches
67,Miguel Almirón\Miguel-Almiron,py PAR,FWMF,Newcastle Utd,eng Premier League,24,1994,8.4,45.7,1.07,7.14,20.0,23.7,3.57,45.2,0.83,1.90,43.8,1.19,4,35.0,299.4,191.7,46.5,242,61.9,2.50,1.67,Matches
68,Júnior Alonso\Junior-Alonso,py PAR,DFMF,Celta Vigo,es La Liga,25,1993,6.0,62.5,3.67,18.0,35.8,10.5,1.33,57.3,0.33,1.00,33.3,0.33,0,37.7,130.7,68.7,41.8,230,91.6,0.67,0.33,Matches
69,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,eng Premier League,27,1990,30.7,85.1,3.88,23.5,37.7,29.4,2.87,76.1,0.72,1.17,61.1,0.81,0,58.6,299.7,178.2,60.8,1706,91.4,0.91,1.37,Matches
70,Mickaël Alphonse\Mickael-Alphonse,GPE,DF,Dijon,fr Ligue 1,29,1989,6.3,60.2,3.97,17.3,27.0,19.0,1.27,50.6,0.48,0.48,100.0,0.48,0,33.7,210.5,135.1,32.9,193,93.2,0.95,0.79,Matches
71,Sergio Álvarez\Sergio-Alvarez,es ESP,GK,Celta Vigo,es La Liga,31,1986,13.0,36.9,33.5,36.9,0.00,0.00,0.00,25.6,0.00,0.00,,0.00,0,18.9,87.3,54.8,14.8,193,100.0,0.00,0.00,Matches
72,Sergio Álvarez\Sergio-Alvarez,es ESP,MFDF,Eibar,es La Liga,26,1992,11.9,52.2,4.03,15.5,34.5,4.54,0.67,51.5,0.25,0.25,100.0,0.25,0,31.1,148.7,55.5,29.7,337,95.5,0.17,0.67,Matches
73,Yeray Álvarez\Yeray-Alvarez,es ESP,DF,Athletic Club,es La Liga,23,1995,29.0,56.0,6.10,27.7,30.4,1.93,0.66,54.0,0.14,0.21,66.7,0.17,0,32.1,196.8,114.4,31.9,910,98.4,0.24,0.41,Matches
74,Bruno Alves\Bruno-Alves,pt POR,DF,Parma,it Serie A,36,1981,32.5,47.7,9.94,29.5,18.7,2.34,0.92,45.3,0.15,0.15,100.0,0.15,0,24.4,155.3,82.2,25.4,806,97.8,0.12,0.09,Matches
75,Dani Alves\Dani-Alves,br BRA,MFDF,Paris S-G,fr Ligue 1,35,1983,18.0,98.6,1.56,15.1,59.9,30.4,2.28,94.1,1.33,2.00,66.7,1.39,0,76.8,311.2,177.3,84.1,1407,93.0,0.72,1.56,Matches
76,Alfons Amade\Alfons-Amade,de GER,MF,Hoffenheim,de Bundesliga,18,1999,0.1,60.0,20.0,20.0,30.0,20.0,10.0,60.0,0.00,0.00,,0.00,0,10.0,60.0,40.0,20.0,2,100.0,0.00,0.00,Matches
77,Ibrahim Amadou\Ibrahim-Amadou,fr FRA,MFDF,Sevilla,es La Liga,25,1993,8.5,52.9,3.65,18.5,31.2,6.35,0.71,52.2,0.82,1.18,70.0,0.94,0,33.3,153.9,73.6,36.0,279,91.2,0.47,0.35,Matches
78,Romain Amalfitano\Romain-Amalfitano,fr FRA,MFFW,Dijon,fr Ligue 1,28,1989,28.0,49.8,1.96,11.0,32.6,9.29,0.61,49.2,1.00,1.75,57.1,1.18,1,36.0,220.3,108.2,36.8,911,88.5,1.39,1.36,Matches
79,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,eng Premier League,23,1994,7.1,70.0,5.92,26.5,38.7,8.73,0.42,62.5,0.14,0.42,33.3,0.28,0,43.1,162.8,81.3,40.7,274,94.8,0.28,0.56,Matches
80,Jordi Amat\Jordi-Amat,es ESP,DF,Rayo Vallecano,es La Liga,26,1992,30.7,52.1,5.41,26.4,27.7,1.73,0.46,49.7,0.68,0.78,87.5,0.68,0,31.9,204.8,118.1,31.2,927,96.7,0.29,0.29,Matches
81,Amath\Amath,sn SEN,MFFW,Getafe,es La Liga,22,1996,11.1,35.1,0.99,5.14,15.9,17.0,4.41,35.0,1.98,3.69,53.7,2.16,2,26.0,207.7,132.1,35.4,237,60.3,2.88,2.43,Matches
82,Jordan Amavi\Jordan-Amavi,fr FRA,DF,Marseille,fr Ligue 1,24,1994,24.2,67.8,3.47,20.2,34.3,18.1,1.07,58.1,1.12,1.86,60.0,1.16,3,38.6,246.9,151.2,37.8,841,92.0,1.16,1.45,Matches
83,Kelvin Amian\Kelvin-Amian,fr FRA,DF,Toulouse,fr Ligue 1,20,1998,32.0,47.7,3.81,17.3,24.4,9.59,0.53,40.5,0.81,1.25,65.0,0.91,1,26.1,164.9,100.5,25.7,734,89.3,0.50,0.59,Matches
84,Nadiem Amiri\Nadiem-Amiri,de GER,MFFW,Hoffenheim,de Bundesliga,21,1996,8.4,58.1,0.95,8.33,33.8,21.5,3.57,56.8,2.14,3.10,69.2,2.26,2,45.6,298.5,169.4,47.5,352,88.2,0.71,1.67,Matches
85,Yanis Ammour\Yanis-Ammour,fr FRA,MF,Montpellier,fr Ligue 1,19,1999,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0.0,0,0,Matches
86,Luke Amos\Luke-Amos,eng ENG,MF,Tottenham,eng Premier League,21,1997,0.0,4,0,1,3,0,0,4,0,0,,0,0,1,0,0,1,1,100.0,1,0,Matches
87,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Sampdoria,it Serie A,22,1996,32.0,72.1,10.8,35.5,40.0,2.16,0.56,69.4,0.44,0.47,93.3,0.44,0,47.8,272.7,169.7,49.9,1576,98.6,0.09,0.25,Matches
88,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,West Ham,eng Premier League,25,1993,33.8,68.0,0.98,9.82,35.1,30.7,3.76,64.4,2.49,4.53,54.9,2.63,13,53.9,425.2,269.8,56.9,1650,85.8,2.10,2.10,Matches
89,Florin Andone\Florin-Andone,ro ROU,FW,Brighton,eng Premier League,25,1993,9.8,35.0,1.43,5.31,14.9,17.9,4.80,34.3,1.33,3.27,40.6,1.63,3,22.6,172.6,99.1,55.5,241,44.3,4.29,3.27,Matches
90,Benjamin André\Benjamin-Andre,fr FRA,MF,Rennes,fr Ligue 1,27,1990,27.7,67.0,2.35,13.4,41.7,16.0,1.84,65.8,0.97,1.52,64.3,1.12,0,44.8,231.2,112.2,49.7,1205,87.5,1.26,1.41,Matches
91,Marco Andreolli\Marco-Andreolli,it ITA,DF,Cagliari,it Serie A,32,1986,1.2,68.3,10.8,37.5,33.3,0.83,0.83,68.3,0.00,0.00,,0.00,0,43.3,153.3,81.7,51.7,60,96.8,0.00,0.00,Matches
92,Marco Andreolli\Marco-Andreolli,it ITA,DF,Chievo,it Serie A,32,1986,7.2,43.8,6.25,26.7,17.6,0.83,0.56,42.8,0.14,0.14,100.0,0.14,0,22.8,97.4,36.5,26.8,186,96.4,0.28,0.14,Matches
93,Yoann Andreu\Yoann-Andreu,fr FRA,DF,Angers,fr Ligue 1,29,1989,0.0,3,0,0,2,1,0,2,0,0,,0,0,1,2,0,1,1,100.0,0,1,Matches
94,Miguel Ángel Moyá\Miguel-Angel-Moya,es ESP,GK,Real Sociedad,es La Liga,34,1984,11.0,35.7,30.5,35.4,0.45,0.00,0.00,26.5,0.09,0.09,100.0,0.09,0,19.3,76.3,47.4,17.1,187,99.5,0.09,0.00,Matches
95,José Ángel\Jose-Angel,es ESP,DF,Eibar,es La Liga,28,1989,33.6,74.3,2.95,17.9,38.9,23.2,0.63,59.0,1.58,2.02,77.9,1.61,1,42.1,261.7,134.3,38.4,1235,95.8,0.60,0.51,Matches
96,Cristian Ansaldi\Cristian-Ansaldi,ar ARG,DFMF,Torino,it Serie A,31,1986,20.1,56.8,2.19,12.9,25.2,25.4,2.24,47.3,2.94,4.73,62.1,3.03,2,39.1,346.1,207.8,38.7,665,85.5,1.24,1.69,Matches
97,Mirco Antenucci\Mirco-Antenucci,it ITA,FW,SPAL,it Serie A,33,1984,23.7,34.6,0.25,2.45,16.5,18.2,4.39,32.9,1.22,2.15,56.9,1.22,0,27.0,166.9,67.2,40.8,622,64.3,2.78,1.98,Matches
98,Waldemar Anton\Waldemar-Anton,de GER,DF,Hannover 96,de Bundesliga,22,1996,34.0,61.9,7.76,35.6,29.0,2.71,0.91,59.8,0.62,0.79,77.8,0.65,0,39.3,274.4,148.8,37.2,1241,98.1,0.38,0.56,Matches
99,Luca Antonelli\Luca-Antonelli,it ITA,DFMF,Empoli,it Serie A,31,1987,8.4,58.8,4.64,19.3,28.6,15.6,2.74,53.0,0.60,0.95,62.5,0.60,0,35.2,216.0,150.1,36.5,285,92.8,1.43,0.48,Matches
100,Mauro Antonio Burruchaga\Mauro-Antonio-Burruchaga,ar ARG,MF,Chievo,it Serie A,20,1998,0.6,81.7,5.00,26.7,53.3,11.7,0.00,78.3,0.00,3.33,0.0,0.00,0,58.3,341.7,200.0,48.3,28,96.6,0.00,5.00,Matches
101,Michail Antonio\Michail-Antonio,eng ENG,FWMF,West Ham,eng Premier League,28,1990,23.4,52.4,1.67,7.48,24.1,25.4,4.96,49.9,2.44,3.93,62.0,2.69,1,36.5,301.2,186.6,54.9,849,66.1,3.59,3.80,Matches
102,Antoñito\Antonito,es ESP,DFMF,Valladolid,es La Liga,30,1987,20.7,53.2,2.27,13.5,25.0,19.1,0.97,45.7,1.40,2.03,69.0,1.45,2,34.5,211.5,128.7,37.9,672,85.6,1.35,1.30,Matches
103,Vitorino Antunes\Vitorino-Antunes,pt POR,DF,Getafe,es La Liga,31,1987,24.2,59.5,3.14,15.9,27.7,19.1,0.87,45.0,0.95,1.45,65.7,0.95,2,30.0,173.0,91.3,30.1,629,86.3,0.83,0.74,Matches
104,Anuar\Anuar,ma MAR,MF,Valladolid,es La Liga,23,1995,12.0,44.6,2.92,14.0,27.0,6.92,1.25,43.8,0.25,0.42,60.0,0.33,0,25.9,182.2,101.3,33.3,294,73.7,0.83,1.00,Matches
105,Dennis Aogo\Dennis-Aogo,de GER,MF,Stuttgart,de Bundesliga,31,1987,11.4,56.6,1.93,13.3,35.6,10.8,0.79,51.5,0.35,0.53,66.7,0.35,1,36.5,156.8,69.1,37.5,406,94.9,0.35,0.53,Matches
106,Houssem Aouar\Houssem-Aouar,fr FRA,MF,Lyon,fr Ligue 1,20,1998,34.0,72.7,1.09,10.4,47.9,20.1,3.59,72.0,1.97,3.03,65.0,2.12,1,60.2,344.3,176.5,64.9,1977,89.6,1.82,1.47,Matches
107,Emmanuel Apeh\Emmanuel-Apeh,ng NGA,MF,Celta Vigo,es La Liga,21,1996,0.2,45.0,0.00,0.00,20.0,35.0,5.00,45.0,0.00,5.00,0.0,0.00,0,45.0,100.0,15.0,70.0,8,57.1,0.00,5.00,Matches
108,Mauro Arambarri\Mauro-Arambarri,uy URU,MF,Getafe,es La Liga,22,1995,29.7,37.5,1.78,7.21,23.9,8.42,0.84,36.6,1.35,1.72,78.4,1.45,1,23.1,117.9,51.9,20.5,505,82.9,0.98,0.74,Matches
109,Guilherme Arana\Guilherme-Arana,br BRA,MFDF,Sevilla,es La Liga,21,1997,7.0,49.6,2.00,14.7,24.0,13.1,1.71,42.0,0.57,1.57,36.4,0.57,1,31.4,179.0,109.6,32.3,208,92.0,0.43,0.14,Matches
110,Charles Aránguiz\Charles-Aranguiz,cl CHI,MF,Leverkusen,de Bundesliga,29,1989,21.0,89.7,2.38,15.5,59.9,19.1,1.95,87.6,1.00,1.43,70.0,1.00,0,65.9,259.2,129.0,72.2,1403,92.5,1.43,1.14,Matches
111,Luiz Araújo\Luiz-Araujo,br BRA,FWMF,Lille,fr Ligue 1,22,1996,8.7,50.6,0.34,6.44,23.3,25.3,2.18,47.4,2.99,4.60,65.0,3.56,1,40.2,296.8,179.2,44.1,320,83.3,2.30,2.30,Matches
112,Néstor Araujo\Nestor-Araujo,mx MEX,DF,Celta Vigo,es La Liga,26,1991,29.8,60.1,8.22,32.5,28.6,1.78,0.70,58.6,0.10,0.13,75.0,0.13,0,37.5,163.3,80.8,39.6,1161,98.4,0.03,0.17,Matches
113,Anaitz Arbilla\Anaitz-Arbilla,es ESP,DF,Eibar,es La Liga,31,1987,21.7,62.5,4.65,22.8,39.6,5.07,0.97,59.6,0.28,0.32,85.7,0.28,0,36.6,285.3,137.1,34.4,723,96.9,0.46,0.18,Matches
114,Joaquín Ardaiz\Joaquin-Ardaiz,uy URU,FW,Frosinone,it Serie A,19,1999,0.2,30.0,0.00,0.00,20.0,15.0,0.00,30.0,0.00,0.00,,0.00,0,20.0,155.0,105.0,55.0,4,36.4,0.00,10.0,Matches
115,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Paris S-G,fr Ligue 1,25,1993,21.0,26.0,23.2,25.9,0.14,0.00,0.00,18.5,0.00,0.00,,0.00,0,12.4,56.3,30.2,10.9,229,100.0,0.00,0.00,Matches
116,Santiago Arias\Santiago-Arias,co COL,DF,Atlético Madrid,es La Liga,26,1992,19.7,62.1,2.54,15.7,27.3,22.6,1.17,53.3,0.71,1.17,60.9,0.71,0,37.8,192.0,108.1,37.7,657,88.5,0.51,0.46,Matches
117,Lorenzo Ariaudo\Lorenzo-Ariaudo,it ITA,DF,Frosinone,it Serie A,29,1989,18.7,43.4,9.41,27.6,18.3,1.18,0.75,41.6,0.16,0.16,100.0,0.16,0,24.1,172.6,96.1,24.9,453,97.4,0.16,0.05,Matches
118,Nicolò Armini\Nicolo-Armini,it ITA,DF,Lazio,it Serie A,17,2001,0.4,65.0,5.00,30.0,42.5,7.50,0.00,60.0,0.00,0.00,,0.00,0,50.0,467.5,362.5,47.5,19,100.0,0.00,0.00,Matches
119,Yoël Armougom\Yoel-Armougom,fr FRA,DFMF,Caen,fr Ligue 1,20,1998,20.6,54.2,2.43,17.4,29.2,11.5,0.53,45.2,0.92,1.94,47.5,1.12,1,32.1,188.2,110.7,34.7,622,87.0,1.02,0.49,Matches
120,Stuart Armstrong\Stuart-Armstrong,sco SCO,MFFW,Southampton,eng Premier League,26,1992,15.9,53.9,1.19,6.54,24.3,27.2,3.33,51.9,1.13,1.76,64.3,1.13,1,39.2,243.4,123.9,49.2,609,77.9,2.26,1.95,Matches
121,José Arnaiz\Jose-Arnaiz,es ESP,DFMF,Leganés,es La Liga,23,1995,1.3,40.0,0.77,7.69,16.9,20.0,4.62,39.2,3.08,6.15,50.0,4.62,0,33.8,282.3,146.9,34.6,36,80.0,3.08,2.31,Matches
122,Marko Arnautović\Marko-Arnautovic,at AUT,FW,West Ham,eng Premier League,29,1989,22.1,39.2,0.45,2.31,14.9,24.5,6.29,37.3,1.27,1.72,73.7,1.31,1,29.9,164.0,67.8,51.0,691,61.3,2.13,1.81,Matches
123,Maximilian Arnold\Maximilian-Arnold,de GER,MF,Wolfsburg,de Bundesliga,24,1994,31.9,55.6,2.41,12.6,31.9,14.7,0.88,49.7,0.69,0.91,75.9,0.72,0,36.2,189.6,102.3,37.4,1050,88.1,0.60,0.88,Matches
124,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,23,1994,36.0,33.6,29.8,33.4,0.19,0.00,0.00,25.7,0.03,0.03,100.0,0.03,0,19.2,65.3,31.3,17.3,623,100.0,0.00,0.06,Matches
125,Harry Arter\Harry-Arter,ie IRL,MF,Cardiff City,eng Premier League,28,1989,22.2,38.6,1.40,7.07,23.2,10.4,0.95,35.9,0.32,0.41,77.8,0.32,0,21.1,89.5,41.6,23.4,424,81.5,0.72,0.32,Matches
126,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,Inter,it Serie A,29,1988,29.7,83.5,2.66,21.2,46.4,22.5,1.11,76.4,1.78,2.46,72.6,1.82,1,63.9,331.5,210.9,62.5,1774,95.6,0.77,0.67,Matches
127,Takuma Asano\Takuma-Asano,jp JPN,MFFW,Hannover 96,de Bundesliga,23,1994,7.8,36.7,0.38,5.00,16.7,18.3,2.56,36.4,1.15,2.56,45.0,1.15,0,29.1,228.3,119.6,42.8,212,63.5,3.72,2.44,Matches
128,Santiago Ascacíbar\Santiago-Ascacibar,ar ARG,MF,Stuttgart,de Bundesliga,21,1997,27.0,53.1,2.52,13.4,32.3,9.85,0.81,52.0,0.37,0.63,58.8,0.41,0,31.4,153.1,78.0,31.7,777,90.8,0.81,0.63,Matches
129,Sergio Asenjo\Sergio-Asenjo,es ESP,GK,Villarreal,es La Liga,29,1989,32.0,29.0,26.3,28.8,0.19,0.00,0.00,18.8,0.00,0.00,,0.00,0,10.5,62.7,34.0,7.69,246,100.0,0.00,0.00,Matches
130,Marco Asensio\Marco-Asensio,es ESP,FW,Real Madrid,es La Liga,22,1996,19.8,62.3,0.35,5.25,29.2,34.1,5.35,59.7,1.82,2.83,64.3,1.92,4,54.3,409.1,228.0,61.3,994,81.9,1.72,1.36,Matches
131,Iago Aspas\Iago-Aspas,es ESP,FW,Celta Vigo,es La Liga,30,1987,25.0,45.7,0.20,3.44,22.8,22.8,4.92,43.4,1.40,2.12,66.0,1.48,1,35.5,217.7,119.0,51.2,900,70.3,1.64,1.52,Matches
132,Simon Asta\Simon-Asta,de GER,DF,Augsburg,de Bundesliga,17,2001,1.0,51.0,3.00,15.0,25.0,14.0,0.00,46.0,2.00,3.00,66.7,2.00,0,24.0,121.0,72.0,29.0,25,86.2,1.00,0.00,Matches
133,Christian Atsu\Christian-Atsu,gh GHA,MFFW,Newcastle Utd,eng Premier League,26,1992,16.6,39.7,1.02,6.63,18.4,19.2,2.59,39.2,1.87,3.55,52.5,1.99,2,31.5,234.8,128.4,41.6,448,64.8,1.93,1.93,Matches
134,Youcef Attal\Youcef-Attal,dz ALG,DFMF,Nice,fr Ligue 1,22,1996,25.1,70.3,2.67,15.5,34.2,27.6,3.59,62.7,4.38,7.97,55.0,4.74,10,52.8,429.8,307.0,52.5,1138,86.4,3.55,1.99,Matches
135,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,eng Premier League,29,1989,30.3,35.4,0.59,3.10,14.7,19.8,5.18,34.0,0.96,1.85,51.8,1.06,0,26.7,168.5,97.8,47.9,831,57.3,2.21,1.22,Matches
136,Emil Audero\Emil-Audero,it ITA,GK,Sampdoria,it Serie A,21,1997,36.0,34.7,32.0,34.6,0.17,0.03,0.03,24.1,0.00,0.00,,0.00,0,16.7,58.9,26.1,13.6,488,99.6,0.03,0.00,Matches
137,Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,21,1997,5.1,35.7,0.00,0.98,15.1,22.4,7.45,35.7,2.16,4.51,47.8,2.16,3,30.0,204.1,107.8,43.3,141,63.8,5.10,2.75,Matches
138,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,33.6,68.5,2.62,19.1,30.7,22.6,2.17,58.2,0.27,0.54,50.0,0.33,0,41.5,210.3,127.1,46.6,1410,90.0,1.07,0.71,Matches
139,Serge Aurier\Serge-Aurier,ci CIV,DFMF,Tottenham,eng Premier League,25,1992,6.3,68.6,3.33,19.0,29.4,23.2,1.27,60.0,1.27,2.38,53.3,1.59,0,41.9,178.1,92.4,42.4,238,89.1,1.27,1.75,Matches
140,Charlie Austin\Charlie-Austin,eng ENG,FW,Southampton,eng Premier League,29,1989,10.9,31.7,1.65,3.39,12.7,16.1,4.77,30.9,0.46,1.10,41.7,0.73,0,17.5,81.4,27.3,47.2,243,47.2,3.12,1.01,Matches
141,Ezequiel Ávila\Ezequiel-Avila,ar ARG,FWMF,Huesca,es La Liga,24,1994,22.2,41.4,1.40,5.14,19.4,20.0,4.86,40.0,1.40,2.70,51.7,1.44,2,26.2,176.9,97.9,43.9,636,65.2,2.70,1.31,Matches
142,Jordan Ayew\Jordan-Ayew,gh GHA,FW,Crystal Palace,eng Premier League,26,1991,13.1,37.6,0.53,4.05,18.0,18.1,4.73,36.8,1.83,2.75,66.7,1.91,1,28.3,198.2,93.7,48.6,330,51.8,3.28,3.36,Matches
143,Kaan Ayhan\Kaan-Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,27.2,63.1,7.65,36.9,27.4,3.24,0.77,59.8,0.33,0.44,75.0,0.37,0,41.1,250.2,153.8,40.4,1087,98.9,0.15,0.37,Matches
